order_id,product_id,add_to_cart_order,reordered
44467,424,6,1
44467,14852,7,1
44467,24908,8,0
44467,37489,9,0
44467,22620,10,1
44467,39028,11,1
44467,8424,12,1
44467,22788,13,1
44467,45432,14,0
45838,25931,1,1
45838,7781,2,0
45838,27966,3,1
45838,25821,4,0
45838,9387,5,1
45838,47766,6,1
45838,34358,7,0
45838,48395,8,0
45838,46979,9,0
51015,19660,1,1
51015,19613,2,1
51015,26981,3,1
51015,40174,4,1
51015,13176,5,1
51015,39984,6,1
51015,27966,7,1
51015,6760,8,1
51015,43122,9,1
51015,19125,10,1
51015,46906,11,1
51015,5031,12,1
51015,401,13,1
51015,8021,14,1
51015,37792,15,0
51015,20367,16,0
51015,32139,17,0
51660,42585,1,1
51660,27086,2,1
51660,28985,3,1
51660,37687,4,1
51660,40604,5,1
51660,48104,6,1
51660,26620,7,0
51660,30391,8,0
51660,15290,9,0
51660,2295,10,0
51660,24184,11,0
51660,32433,12,1
51660,1360,13,0
51660,40233,14,0
51660,23338,15,0
51660,21019,16,0
51958,33754,1,1
51958,7781,2,1
51958,37067,3,0
51958,49520,4,1
51958,47792,5,1
51958,38383,6,1
51958,17461,7,1
51958,36070,8,1
51958,48679,9,1
51958,42265,10,1
51958,21938,11,1
51958,22825,12,1
51958,46584,13,1
51958,9825,14,1
51958,21137,15,1
51958,45007,16,1
51958,9000,17,0
51958,24489,18,0
51958,17948,19,0
52350,17381,1,1
53569,27730,1,1
53569,32923,2,1
54098,43295,1,1
54098,4472,2,1
54098,26604,3,1
54098,33825,4,1
54098,34243,5,0
54098,48679,6,1
54098,35917,7,0
54098,25920,8,1
54098,21775,9,1
54098,4799,10,1
54098,13176,11,1
54098,39475,12,1
54098,22935,13,0
54098,26242,14,0
54098,25005,15,0
54098,32429,16,1
54098,25542,17,0
54098,24964,18,1
59018,13575,1,1
59018,43352,2,1
59018,13176,3,1
59018,21137,4,1
59018,12606,5,1
59018,39275,6,1
59018,39922,7,1
59018,9387,8,1
59018,8859,9,1
59018,37919,10,0
68496,17338,1,1
68496,6317,2,1
68496,31242,3,1
68496,18465,4,1
68496,29987,5,1
68496,21903,6,1
68496,43086,7,1
68496,2312,8,1
68496,3583,9,1
68496,26369,10,1
68496,45,11,1
68496,20345,12,1
68496,6286,13,0
68496,18502,14,0
68496,12700,15,0
68496,40198,16,0
68496,24024,17,0
68496,19318,18,0
68496,31513,19,0
68496,38127,20,0
68496,28934,21,0
68496,19057,22,0
68496,10749,23,1
70006,13176,1,1
70006,25931,2,1
70006,43692,3,1
70006,43295,4,1
70006,46969,5,1
70006,40571,6,1
70006,8174,7,1
70006,35140,8,1
70006,3849,9,0
73298,27845,1,1
73298,13176,2,1
73298,16083,3,1
73298,32734,4,1
73298,6104,5,1
73298,10831,6,1
73532,32864,1,0
73532,3593,2,0
73532,49441,3,0
73532,274,4,0
73532,27418,5,0
73532,12357,6,0
73532,46266,7,0
73532,29307,8,0
73532,47626,9,0
73532,44683,10,0
73532,34949,11,0
73532,44987,12,0
73532,24224,13,0
73532,4321,14,0
73532,36086,15,0
80239,29447,1,1
80239,36418,2,0
80239,48486,3,1
80239,25588,4,0
80239,28204,5,0
80239,38456,6,0
81364,44987,1,1
81364,21822,2,1
81364,36186,3,1
81364,21938,4,1
81364,24184,5,1
81364,46266,6,0
81364,24622,7,0
81364,23803,8,1
81364,26209,9,1
81364,47305,10,0
81364,22395,11,0
81364,31717,12,1
81364,13768,13,1
81364,10070,14,1
81364,21137,15,1
81364,19468,16,0
81364,5450,17,1
81364,46979,18,1
81364,3298,19,0
82645,13176,1,1
82645,42265,2,1
82645,39275,3,1
82645,651,4,1
82645,10326,5,0
84824,42231,1,0
84824,41290,2,0
84824,21100,3,0
84824,26055,4,0
84824,44022,5,0
84824,30266,6,0
88410,39108,1,1
88410,45066,2,1
88410,3957,3,1
88410,12384,4,1
88410,8174,5,1
88410,11520,6,1
88410,44560,7,1
88410,26209,8,1
88410,5723,9,1
88410,16589,10,1
88410,5547,11,1
88410,29686,12,1
88410,29307,13,1
88410,41950,14,1
88410,5876,15,1
88410,5025,16,1
88410,10106,17,1
88410,44238,18,1
88410,21169,19,1
88410,47601,20,1
88410,41351,21,1
88410,27796,22,1
88410,7930,23,1
88410,39877,24,1
88410,15057,25,1
88410,8671,26,1
88410,7806,27,1
88410,44479,28,1
88410,10001,29,0
88410,19557,30,0
88410,39275,31,0
99201,47209,1,1
99201,37067,2,0
99201,49111,3,0
99201,31506,4,1
99201,24964,5,1
99201,20791,6,1
99201,13251,7,0
99201,14277,8,1
99201,1891,9,0
99201,18531,10,0
99201,39877,11,1
99201,8277,12,1
99201,42342,13,1
99201,30113,14,0
101235,18362,1,1
101235,47156,2,1
101235,34688,3,1
101235,20723,4,1
101235,9659,5,0
101235,23783,6,1
101235,19057,7,1
101235,39619,8,1
101235,29311,9,0
101235,42585,10,1
101235,15937,11,0
101235,31717,12,1
101235,44014,13,1
101235,13988,14,1
101235,32864,15,1
101235,9339,16,1
101235,21903,17,1
103839,35221,1,0
103839,15359,2,0
103839,22128,3,0
103839,397,4,0
103839,38890,5,0
103839,46473,6,0
103839,41238,7,0
103839,41178,8,1
103839,4347,9,0
103839,48527,10,1
103839,39480,11,0
103839,47145,12,0
103839,6244,13,0
104722,42736,1,0
104722,5818,2,1
104722,49236,3,1
104722,7021,4,0
104722,7041,5,0
105098,47931,1,1
105098,43250,2,0
105098,27355,3,1
105098,9934,4,1
105098,28531,5,0
105098,32465,6,1
105098,11764,7,1
105098,34217,8,1
105098,31766,9,1
105098,9290,10,1
105098,20303,11,1
105098,35321,12,1
105098,21073,13,1
118335,29512,1,1
118335,673,2,0
118335,8193,3,1
118335,44570,4,0
118335,29928,5,1
118335,24269,6,1
118335,16185,7,1
118335,48682,8,0
118335,7944,9,1
118335,39077,10,1
118335,4920,11,0
118335,6139,12,0
118335,27398,13,1
118335,35934,14,0
118335,39900,15,0
118335,49247,16,0
118335,17758,17,0
118335,40354,18,1
125105,5258,1,1
125105,11759,2,1
125105,21573,3,1
125105,14477,4,1
125105,20995,5,1
125105,12341,6,0
129281,47325,1,1
129281,44232,2,1
129281,15541,3,1
129281,16776,4,0
136445,33674,1,1
136445,5212,2,1
136445,11185,3,1
136445,44098,4,1
136445,15902,5,1
136445,40706,6,1
136445,30391,7,1
136445,32864,8,1
137387,9716,1,0
140945,2086,1,1
140945,17706,2,0
140945,43136,3,0
140945,10597,4,0
140945,1576,5,0
140945,1942,6,0
145345,7628,1,1
145345,35951,2,1
145345,38693,3,1
145345,40229,4,1
145345,35510,5,1
145345,5818,6,0
145345,5373,7,1
145345,34126,8,1
145345,24964,9,1
145345,22658,10,1
145345,46667,11,1
145345,31506,12,1
145345,24852,13,1
145345,21019,14,1
145345,48679,15,1
149733,25832,1,1
149733,30233,2,1
149733,29447,3,1
149733,5077,4,1
149733,13176,5,1
149733,43961,6,1
149733,19057,7,1
149733,10831,8,1
149733,27966,9,1
149733,43504,10,1
149733,36735,11,1
149733,46847,12,1
149733,22035,13,1
149733,42637,14,1
149733,14486,15,1
149733,25197,16,1
149733,25645,17,1
149733,4589,18,0
149733,22222,19,1
149733,365,20,1
149733,2611,21,0
149733,42193,22,1
149733,39332,23,1
149733,10518,24,1
149733,33731,25,1
149733,38200,26,1
149733,939,27,0
149733,18594,28,1
149733,19678,29,1
149733,3952,30,1
149733,3479,31,1
149733,43749,32,1
151914,21903,1,1
158851,37484,1,0
158851,46225,2,0
158851,13187,3,0
158851,25330,4,1
158851,20738,5,0
158851,26882,6,0
158851,20919,7,1
158851,24458,8,1
158851,46341,9,1
158851,20590,10,1
173682,15541,1,0
173682,34343,2,1
173682,9076,3,0
174063,10017,1,1
174063,47626,2,1
174063,8424,3,0
174063,21616,4,0
174063,23543,5,0
174063,27086,6,1
174063,9076,7,0
174063,42701,8,0
174063,30169,9,1
174178,24852,1,1
174178,25232,2,1
174178,48520,3,1
174178,19604,4,1
174178,3696,5,1
174178,21333,6,0
174178,43209,7,1
174178,43772,8,1
174178,38060,9,1
174178,46280,10,0
174178,19977,11,1
174178,34230,12,0
174178,3868,13,0
174178,28647,14,1
174330,7644,1,1
174330,32303,2,1
174330,3603,3,1
174330,18571,4,0
174330,10957,5,0
174330,31564,6,0
174330,41111,7,1
174330,12845,8,0
174330,28199,9,0
174330,30360,10,0
174330,35440,11,0
174330,22565,12,0
174330,352,13,1
174668,28635,1,1
174668,38608,2,1
174668,24816,3,1
174668,38719,4,1
174668,1006,5,1
174668,41557,6,0
174668,12384,7,1
174668,19057,8,0
174668,46847,9,0
174668,17794,10,0
174668,19488,11,0
174668,29301,12,0
174668,47090,13,0
174668,14381,14,0
177904,28913,1,1
177904,1233,2,1
177904,1006,3,1
177904,11518,4,1
177904,36664,5,1
177904,48246,6,1
177904,47977,7,1
177904,45190,8,1
177904,8390,9,1
178776,5479,1,1
178776,30233,2,1
178776,17419,3,1
178776,19057,4,1
178776,41950,5,1
178776,40706,6,1
178776,22935,7,1
178776,30463,8,1
178776,21137,9,1
178776,24184,10,1
178776,8174,11,1
178776,41325,12,1
178776,26209,13,1
178776,16759,14,1
178776,40310,15,1
178776,651,16,1
180718,27307,1,1
180718,44014,2,0
180718,25659,3,0
180718,39349,4,1
180718,46906,5,1
180718,42265,6,0
180718,8424,7,1
180718,16797,8,1
180718,35108,9,0
180718,40377,10,0
180718,742,11,0
180718,27548,12,0
188610,46692,1,1
188610,210,2,1
188610,24561,3,1
188610,16249,4,1
188610,31717,5,1
188610,10346,6,1
188610,35163,7,1
188610,15229,8,1
188610,7350,9,1
193205,31651,1,1
193205,5161,2,1
193205,21525,3,0
193205,41400,4,1
199478,24489,1,0
199478,13176,2,1
199478,6341,3,0
199815,13702,1,1
204143,23909,1,1
204143,27832,2,0
204143,12800,3,1
204143,30991,4,0
204143,6052,5,1
204143,6164,6,0
204143,42314,7,0
204143,15042,8,1
204143,43857,9,1
204143,41372,10,1
204143,26530,11,1
204143,41270,12,0
204143,8590,13,0
204143,31382,14,0
204143,6023,15,0
204143,22024,16,1
204143,44514,17,1
204143,46979,18,0
204143,18439,19,1
204143,26882,20,1
204143,27289,21,1
204143,23888,22,1
204143,5674,23,0
204143,8195,24,1
204143,24852,25,1
204143,38028,26,1
204143,12771,27,0
204143,28093,28,0
204143,34533,29,0
204143,27105,30,0
204143,23341,31,0
204143,19076,32,1
204143,41765,33,0
205918,8153,1,1
205918,4210,2,1
205918,9292,3,1
209435,47141,1,1
209435,3873,2,0
209435,28571,3,1
209435,48015,4,1
209435,26223,5,1
209435,4067,6,1
209435,32712,7,1
209435,12916,8,0
209675,25653,1,1
209675,19660,2,1
209675,41065,3,1
209675,21903,4,1
209675,37646,5,0
209675,46969,6,1
209675,14233,7,1
209675,28285,8,0
209675,7014,9,0
209823,37229,1,1
209823,32650,2,1
209823,432,3,0
209823,14381,4,0
209823,36082,5,0
209964,11136,1,1
209964,34,2,1
209964,18557,3,1
209964,2962,4,1
209964,1804,5,1
209964,34243,6,1
209964,49621,7,1
209964,34688,8,1
210125,49416,1,1
210125,22825,2,1
216482,23745,1,1
216482,2519,2,1
216482,27966,3,1
216482,21137,4,1
216482,34027,5,1
216482,20512,6,1
216482,17807,7,1
216482,48527,8,1
216482,39275,9,1
216482,25146,10,0
216482,13166,11,0
216482,19445,12,1
216482,28534,13,0
216482,45677,14,0
216482,8380,15,0
216482,26768,16,0
216482,31269,17,0
216482,11340,18,0
217788,20955,1,1
217788,26348,2,1
218343,27845,1,1
218343,13176,2,1
218343,47280,3,1
220035,43988,1,1
220035,12384,2,1
220035,31444,3,1
220035,48785,4,1
220035,26604,5,1
220035,21903,6,0
220035,41706,7,0
220035,3970,8,1
220035,19057,9,1
220035,27925,10,0
220035,41544,11,0
220035,7628,12,0
220035,33768,13,1
220528,42661,1,1
220528,32448,2,1
220528,39614,3,1
220528,24361,4,0
220528,27288,5,0
220528,32864,6,0
220528,35845,7,1
220528,46323,8,0
220528,8928,9,1
220528,11201,10,0
224709,2240,1,1
224709,6825,2,1
224709,15776,3,1
224709,325,4,1
224709,39982,5,1
224709,9551,6,1
224709,5077,7,0
229106,18599,1,1
229106,6631,2,0
229106,27551,3,0
229106,46853,4,0
229106,27413,5,0
229106,28432,6,0
229106,44570,7,0
229106,40706,8,0
229106,34358,9,0
229106,47766,10,1
229106,24024,11,1
229106,46820,12,1
229106,23537,13,0
229106,49533,14,0
229106,35108,15,0
229106,45664,16,0
229106,13231,17,0
229106,9327,18,0
229106,44628,19,0
229106,36918,20,0
229106,28934,21,0
229106,21463,22,0
229106,32757,23,1
229106,36994,24,0
229106,31433,25,1
229106,31181,26,1
229106,31040,27,1
233291,21709,1,1
233291,13949,2,1
233291,32655,3,1
233291,5161,4,1
233291,27521,5,1
233291,45123,6,1
233291,40571,7,1
233291,24964,8,1
233291,11941,9,1
233291,35167,10,1
233291,22935,11,1
233291,42701,12,1
233291,8518,13,0
233291,31717,14,1
233291,2228,15,0
233291,17948,16,0
233291,34584,17,0
233291,34249,18,0
233291,5450,19,1
233291,17872,20,1
233291,8424,21,0
233291,47626,22,0
233291,19820,23,1
233291,28199,24,0
235597,34525,1,0
235597,44397,2,0
235597,1576,3,1
235597,17878,4,1
235597,5785,5,1
235597,27086,6,1
235597,27811,7,1
235597,32059,8,0
235597,48775,9,0
235597,24841,10,1
235597,13829,11,0
235597,34824,12,0
235597,39619,13,0
235597,23054,14,0
235597,39558,15,1
235597,33527,16,1
235597,5449,17,1
235597,21137,18,1
235597,23484,19,0
235597,34166,20,0
235597,28067,21,0
241641,5876,1,0
241641,7021,2,1
241641,24964,3,1
241641,20022,4,1
241641,29662,5,0
242545,6348,1,1
242545,20383,2,1
242545,44359,3,1
242545,36961,4,1
242545,5876,5,1
242545,8193,6,1
242545,49175,7,1
242545,42701,8,1
242545,35939,9,0
242545,41950,10,1
242545,38015,11,1
242545,38772,12,0
242545,8174,13,1
243086,18023,1,0
243144,38025,1,1
243144,30071,2,1
243144,14875,3,1
243144,41643,4,1
243144,45622,5,0
243144,37229,6,0
243144,29392,7,1
243144,37036,8,0
243144,40004,9,1
243144,16696,10,1
243144,14018,11,1
243144,42620,12,0
243144,25528,13,1
243144,2519,14,1
243144,33894,15,0
243144,43488,16,1
243144,24404,17,1
243144,30935,18,0
243144,13194,19,1
243144,13951,20,1
243909,20940,1,1
243909,12899,2,1
243909,12606,3,1
243909,32478,4,1
243909,1924,5,0
243909,1689,6,0
243909,35336,7,1
243909,39871,8,0
243909,32303,9,0
243909,13575,10,0
243909,21385,11,1
243909,8048,12,0
243909,44449,13,0
243909,10173,14,0
247543,23405,1,0
247543,12113,2,0
247543,31553,3,0
247543,12939,4,0
247543,3093,5,0
247543,35209,6,0
247543,29392,7,1
247543,33439,8,0
247543,39858,9,0
252981,4855,1,0
252981,46886,2,0
252981,32281,3,0
252981,40910,4,0
252981,22031,5,0
252981,13409,6,0
252981,32864,7,1
252981,27344,8,0
252981,21616,9,1
253281,48429,1,1
253281,12806,2,1
253281,12276,3,1
253281,24852,4,1
253281,35286,5,0
253991,27086,1,1
262403,17040,1,0
262403,25554,2,0
262403,19578,3,0
262403,34886,4,1
262403,20682,5,1
262403,43269,6,0
262403,27796,7,1
262403,19468,8,0
262439,44538,1,1
262439,8072,2,1
262439,16953,3,1
262439,16427,4,1
262439,23909,5,1
262439,6691,6,1
262439,18379,7,1
262439,1752,8,1
262439,13944,9,1
262439,23601,10,1
262439,5976,11,1
262439,37244,12,1
262439,15840,13,1
262439,42913,14,0
262439,37849,15,0
262439,34934,16,0
262439,27524,17,0
262439,48421,18,0
262439,19981,19,0
262439,30389,20,0
262439,46025,21,0
262439,29487,22,0
262439,4570,23,0
262439,34416,24,0
263927,35951,1,0
263927,27845,2,1
263927,13176,3,1
263927,47209,4,0
263927,4920,5,1
263927,38141,6,1
263927,32018,7,1
263927,12756,8,1
263927,24964,9,0
263927,33884,10,0
263927,39812,11,0
263927,11959,12,0
263927,32655,13,1
263927,7948,14,0
263927,22035,15,0
263927,39619,16,1
263927,39928,17,0
263927,8671,18,0
267529,39275,1,1
267529,43352,2,1
267529,38768,3,1
267529,32923,4,1
267529,26317,5,1
267529,9839,6,0
267616,36957,1,1
267616,21709,2,1
267616,8736,3,1
267616,30391,4,1
267616,38510,5,1
267616,26800,6,1
272634,38689,1,1
272634,24852,2,1
272634,39475,3,1
272634,9825,4,1
272634,4920,5,1
272634,12916,6,1
272634,45578,7,1
272634,31663,8,1
272634,10761,9,1
272634,3599,10,1
272634,31506,11,1
272634,38015,12,1
272634,49111,13,1
272634,17948,14,1
272634,9390,15,0
272634,31041,16,0
273217,11087,1,1
273217,9623,2,1
273217,35045,3,1
273217,30489,4,1
273217,18583,5,1
273217,42265,6,0
273217,40604,7,1
273217,31040,8,0
273217,44795,9,0
273217,16290,10,0
273597,42578,1,1
273597,2336,2,0
273597,11855,3,0
273597,32939,4,0
273597,38371,5,0
273597,37229,6,0
273597,18534,7,1
273597,44254,8,1
273597,30765,9,1
273597,18253,10,0
273597,15390,11,0
273597,40086,12,0
273597,14928,13,0
273597,1106,14,0
274306,39023,1,0
274306,47672,2,1
274306,21781,3,1
276141,30827,1,1
276141,21292,2,1
276141,8048,3,1
276141,16797,4,1
276141,8803,5,0
276141,13378,6,0
276141,46400,7,0
276141,6184,8,0
276141,21288,9,0
276141,20995,10,0
276222,36266,1,1
276222,33909,2,0
276222,42356,3,0
276222,15469,4,1
276222,18725,5,1
276222,41385,6,1
276222,35822,7,0
276222,1940,8,1
280511,26317,1,1
285305,35395,1,1
285305,33041,2,0
290492,34217,1,1
294870,7815,1,1
294870,44479,2,0
294870,41290,3,0
294870,44292,4,0
294870,30696,5,1
294870,12986,6,1
294870,13740,7,0
294870,34766,8,1
294870,11066,9,0
300459,13176,1,1
300459,21903,2,1
300459,46047,3,0
300459,18689,4,1
300459,6948,5,0
300459,23879,6,0
300459,12341,7,0
300459,21777,8,1
300459,22935,9,0
304135,13176,1,1
304135,16363,2,0
304135,11440,3,1
304135,27966,4,1
304135,22825,5,1
304135,15182,6,0
304135,29996,7,1
304135,5876,8,1
304135,2078,9,1
304135,46147,10,0
305928,35507,1,1
305928,4210,2,1
305928,13733,3,1
305928,12811,4,0
311081,22677,1,1
311081,36070,2,1
311081,7628,3,0
311081,8193,4,1
311081,47766,5,1
311081,41463,6,0
311081,49267,7,1
311081,41953,8,0
311081,5024,9,1
311081,7461,10,0
311081,28849,11,1
311081,35221,12,1
311081,44632,13,1
311081,21707,14,0
311081,42585,15,1
311081,28934,16,0
311081,47144,17,1
311081,32433,18,1
311081,2594,19,0
311081,19968,20,0
311081,28289,21,0
311081,38093,22,0
311081,33741,23,0
318102,26209,1,1
318102,20114,2,1
318102,47766,3,1
318102,5876,4,0
318102,16387,5,1
318102,13176,6,1
318102,7646,7,1
318102,38275,8,1
318102,18918,9,0
318102,14462,10,1
318102,33768,11,1
318102,2732,12,0
318102,26351,13,0
318102,16332,14,0
318102,32,15,0
318102,21019,16,0
318102,30489,17,1
318102,43961,18,1
318102,21903,19,1
318102,1516,20,1
318102,41963,21,1
318102,41061,22,1
318102,19048,23,1
318102,24489,24,0
318102,17948,25,0
318102,39275,26,1
318102,20574,27,1
318102,45771,28,0
318102,17795,29,0
318102,38293,30,0
318102,9210,31,1
318102,8424,32,1
318102,10246,33,0
318102,41149,34,0
318102,2295,35,0
318102,8518,36,1
318102,11250,37,0
318102,23576,38,0
318102,16797,39,1
324675,18359,1,1
332248,29034,1,0
336966,23909,1,1
336966,8638,2,1
336966,40354,3,1
336966,15061,4,1
336966,35921,5,1
336966,18805,6,1
336966,7546,7,1
336966,40310,8,1
336966,23734,9,1
336966,26986,10,1
336966,28900,11,1
336966,36782,12,1
336966,40338,13,1
336966,1689,14,1
336966,7644,15,1
336966,6779,16,1
337880,41596,1,1
337880,10326,2,1
337880,22507,3,1
337880,16539,4,1
337880,31912,5,1
337880,6910,6,0
337880,13176,7,1
337880,651,8,1
342659,12395,1,0
342659,4762,2,0
342659,10937,3,0
342659,14287,4,0
342659,23672,5,0
342659,29393,6,0
342659,10866,7,0
342659,6795,8,0
342659,4594,9,0
342659,1909,10,0
342659,28985,11,0
342659,20264,12,0
342659,33991,13,1
342659,49509,14,0
343413,39055,1,1
343413,17949,2,1
343413,4942,3,1
343413,24852,4,1
343413,27344,5,1
343413,20052,6,0
343413,45007,7,1
343413,25623,8,1
343413,26209,9,1
343413,37646,10,0
343413,21137,11,1
343413,18232,12,0
343413,2004,13,1
343413,4898,14,1
343413,1184,15,1
343652,33572,1,1
344197,12409,1,0
344197,25890,2,1
344197,41220,3,0
344197,43961,4,0
344197,22935,5,1
344197,38383,6,0
344197,24184,7,0
344197,21938,8,0
344197,8424,9,0
344197,41690,10,0
344197,48679,11,0
344197,34969,12,1
344197,8193,13,0
344197,14992,14,0
344197,42736,15,1
344197,8277,16,1
344197,47766,17,1
344197,47144,18,1
344197,12779,19,0
345673,12939,1,1
345673,19048,2,1
345673,24852,3,1
346295,31717,1,0
346295,39247,2,0
346295,26209,3,0
346295,20114,4,0
346295,3952,5,0
346295,36956,6,0
346295,47630,7,1
346295,47626,8,0
346295,32652,9,0
346295,28849,10,1
346295,4793,11,0
346295,24062,12,0
346295,32747,13,1
346295,43961,14,0
346295,27117,15,0
346295,1935,16,1
346295,18150,17,0
346295,16797,18,1
346295,43352,19,0
346295,18502,20,0
347942,24852,1,1
347942,49235,2,1
347942,31506,3,0
347942,47759,4,1
347942,21077,5,0
351488,47526,1,1
351488,22151,2,0
351488,27344,3,0
351488,24830,4,1
351488,29987,5,0
351488,22474,6,0
351488,38747,7,0
351488,38374,8,1
351488,33731,9,1
351488,36651,10,0
351488,18503,11,0
355068,13646,1,1
355068,42450,2,1
355068,35842,3,0
355068,29045,4,0
355068,44632,5,1
355068,27737,6,1
355068,41149,7,1
355068,11140,8,1
356624,2552,1,0
356624,13660,2,0
356624,17600,3,1
356624,20082,4,0
356624,9741,5,0
356624,48450,6,0
356624,15357,7,0
356624,12206,8,0
356624,38273,9,0
356624,26751,10,0
356624,35221,11,0
356624,49191,12,0
356624,39947,13,0
356624,30353,14,0
356624,5919,15,0
356624,44098,16,0
357516,39993,1,1
357516,5025,2,1
357516,4329,3,1
357516,49610,4,1
357516,42731,5,1
357516,35921,6,1
357516,169,7,1
357516,36307,8,1
357516,12606,9,1
357516,35234,10,1
357516,28646,11,1
357516,42936,12,1
357516,29993,13,1
357516,11281,14,1
357516,46031,15,1
357516,45296,16,1
363249,1940,1,1
363249,35199,2,1
363249,13176,3,1
363249,5077,4,1
363249,14493,5,1
363249,15269,6,1
363249,35921,7,1
363249,37520,8,1
363249,39041,9,1
363249,36290,10,1
363249,12285,11,1
363249,5097,12,1
363249,9493,13,0
363249,14044,14,0
363249,48118,15,0
363249,13838,16,0
363249,21925,17,1
363249,16797,18,1
363249,20955,19,1
365930,28990,1,1
365930,47626,2,1
365930,35337,3,1
365930,24184,4,0
365930,21938,5,0
365930,46979,6,0
365930,32465,7,0
365930,28805,8,0
365930,33611,9,1
365930,32057,10,1
365930,35163,11,0
365930,43295,12,0
365930,18027,13,1
365930,40429,14,0
366931,38768,1,1
366931,23719,2,1
366931,12271,3,1
366931,40939,4,1
366931,196,5,0
366931,13259,6,1
368088,39190,1,1
368088,30489,2,1
368088,1463,3,1
368088,17872,4,1
368088,30233,5,1
368088,22963,6,1
368088,9825,7,1
368088,22935,8,1
368088,24964,9,1
368088,5450,10,1
368088,41806,11,1
368088,48210,12,1
368088,4809,13,1
368088,43654,14,1
368088,21614,15,1
368088,17706,16,1
368088,35939,17,1
368088,28769,18,1
368088,17213,19,1
368088,16145,20,1
368088,5373,21,0
368088,41544,22,0
368088,28985,23,0
368088,27336,24,1
368088,5769,25,0
368088,27521,26,1
368088,8424,27,0
368088,22035,28,0
372993,46149,1,0
373109,20042,1,1
373109,45603,2,1
373109,11182,3,1
373109,37462,4,1
373109,30776,5,1
373109,44146,6,1
373109,18564,7,1
373109,43961,8,1
373109,432,9,1
